LAST,FIRST,STATE,PHONE,ID,EMAIL,GRADYEAR,YRSSINCEGRAD,GPA,PROGRAM,STUDIEDABROAD,STUDIEDIN,NEWSLETTER
Reeves,Chris,Mississippi,(662) 555-3002,775620,creeves@alumni.rouxacademy.com,2008,4,2,Fine Art and Visual Culture,NO,n/a,NO
Mcmillan,Leon,North Carolina,(828) 555-3989,75337,lmcmillan3@alumni.rouxacademy.com,2000,12,3.76,Animation,NO,n/a,NO
Love,Candy,Florida,(727) 555-5223,225879,clove3@alumni.rouxacademy.com,2001,11,2.46,Graphic Design,NO,n/a,YES
Frye,Vada,Colorado,(719) 555-3257,17842,vfrye2@alumni.rouxacademy.com,2004,8,2.97,Fine Art and Visual Culture,NO,n/a,YES
Brock,Alleen,California,(650) 555-4166,853883,abrock3@alumni.rouxacademy.com,2005,7,2.93,Graphic Design,NO,n/a,NO
Adams,Latonia,Indiana,(574) 555-4047,221094,ladams@alumni.rouxacademy.com,2006,6,3.24,Graphic Design,NO,n/a,YES
Matthews,Elliot,Florida,(850) 555-7667,273303,ematthews6@alumni.rouxacademy.com,2007,5,3.21,Fashion and Textile Design,NO,n/a,NO
Dodson,Erma,Wisconsin,(534) 555-6814,973626,edodson2@alumni.rouxacademy.com,2008,4,2.97,Graphic Design,NO,n/a,YES
Foley,Tiny,Indiana,(260) 555-2416,799279,tfoley3@alumni.rouxacademy.com,2009,3,2.27,Graphic Design,YES,Russia,YES
Ewing,Cristen,Minnesota,(218) 555-4621,505029,cewing@alumni.rouxacademy.com,2006,6,3.97,Graphic Design,NO,n/a,NO
Chandler,Charmaine,Illinois,(309) 555-2928,9911,cchandler2@alumni.rouxacademy.com,2002,10,2.15,Photography,NO,n/a,YES
Spears,Rose,Massachusetts,(413) 555-6078,593033,rspears4@alumni.rouxacademy.com,2009,3,3.03,Photography,NO,n/a,NO
Melton,Georgette,California,(925) 555-9638,946253,gmelton@alumni.rouxacademy.com,2011,1,3.57,Animation,NO,n/a,YES
Simon,Johnetta,Georgia,(229) 555-7013,488714,jsimon@alumni.rouxacademy.com,2009,3,2.22,Graphic Design,NO,n/a,YES
Anderson,Merlin,Ohio,(937) 555-6701,238350,manderson3@alumni.rouxacademy.com,2007,5,2.78,Animation,NO,n/a,NO
Cherry,Mitsue,Florida,(786) 555-1755,789691,mcherry3@alumni.rouxacademy.com,2005,7,3.39,Fashion and Textile Design,NO,n/a,YES
Head,Tashina,Wisconsin,(715) 555-1941,216571,thead3@alumni.rouxacademy.com,2005,7,2.49,Photography,NO,n/a,NO
Strong,Mirian,Massachusetts,(617) 555-1497,636599,mstrong3@alumni.rouxacademy.com,2009,3,2.77,Graphic Design,NO,n/a,NO
Anthony,Sanora,Texas,(512) 555-9965,985458,santhony2@alumni.rouxacademy.com,2005,7,3.61,Fine Art and Visual Culture,NO,n/a,YES
Flowers,Erin,Texas,(956) 555-0488,162405,eflowers@alumni.rouxacademy.com,2010,2,3.53,Fashion and Textile Design,YES,Japan,YES
Lindsey,German,Minnesota,(320) 555-0854,779228,glindsey2@alumni.rouxacademy.com,2002,10,3.21,Graphic Design,NO,n/a,YES
Blankenship,Catrina,Texas,(979) 555-3283,681799,cblankenship4@alumni.rouxacademy.com,2004,8,2.3,Graphic Design,NO,n/a,NO
Ramos,Margaret,New York,(585) 555-4686,219606,mramos3@alumni.rouxacademy.com,2001,11,2.11,Photography,NO,n/a,NO
Ayala,Jaime,Pennsylvania,(724) 555-2374,154358,jayala@alumni.rouxacademy.com,2006,6,3.8,Animation,NO,n/a,YES
Norton,Angelo,Florida,(863) 555-2522,621649,anorton@alumni.rouxacademy.com,2005,7,2.74,Graphic Design,NO,n/a,NO
Phelps,Hong,Georgia,(229) 555-2599,166214,hphelps@alumni.rouxacademy.com,2006,6,3.06,Photography,NO,n/a,YES
Sloan,Verlene,California,(510) 555-0840,768016,vsloan@alumni.rouxacademy.com,2003,9,3.55,Fine Art and Visual Culture,NO,n/a,YES
Conley,Hillary,Illinois,(773) 555-9282,78515,hconley@alumni.rouxacademy.com,2007,5,3.41,Photography,NO,n/a,YES
Curry,Emmitt,Texas,(469) 555-2641,64377,ecurry3@alumni.rouxacademy.com,2011,1,2.89,Photography,NO,n/a,YES
Berg,Lindsy,Pennsylvania,(724) 555-0999,231563,lberg@alumni.rouxacademy.com,2011,1,2.83,Graphic Design,NO,n/a,NO
Haney,Ashlee,Illinois,(217) 555-1094,450252,ahaney2@alumni.rouxacademy.com,2008,4,3.13,Animation,NO,n/a,NO
Harrington,Harley,California,(559) 555-8053,976173,hharrington2@alumni.rouxacademy.com,2004,8,3.46,Photography,YES,Poland,NO
Estes,Isreal,New York,(917) 555-2359,569403,iestes@alumni.rouxacademy.com,2008,4,3.95,Graphic Design,NO,n/a,NO
Dejesus,Roselee,North Carolina,(910) 555-6575,488743,rdejesus2@alumni.rouxacademy.com,2007,5,2.35,Animation,NO,n/a,NO
Gay,Reiko,Missouri,(636) 555-1350,898006,rgay@alumni.rouxacademy.com,2004,8,2.52,Photography,NO,n/a,YES
Barrera,Luanna,Virginia,(434) 555-5116,216660,lbarrera3@alumni.rouxacademy.com,2010,2,2.21,Animation,NO,n/a,NO
Medina,Izola,Massachusetts,(339) 555-6271,678121,imedina@alumni.rouxacademy.com,2006,6,3.16,Photography,NO,n/a,YES
Townsend,Paul,California,(760) 555-4119,512728,ptownsend5@alumni.rouxacademy.com,2001,11,3.43,Graphic Design,NO,n/a,NO
Sanchez,Hans,Mississippi,(662) 555-8687,64781,hsanchez2@alumni.rouxacademy.com,2009,3,3.21,Photography,NO,n/a,YES
Bird,Candi,Maryland,(301) 555-7348,246374,cbird4@alumni.rouxacademy.com,2011,1,3.92,Photography,NO,n/a,NO
Gordon,Glendora,Oklahoma,(918) 555-8957,3486,ggordon@alumni.rouxacademy.com,2011,1,2.51,Photography,NO,n/a,YES
Kaufman,Norman,Illinois,(708) 555-4800,829530,nkaufman2@alumni.rouxacademy.com,2006,6,2.95,Animation,NO,n/a,NO
Blevins,Alina,Massachusetts,(508) 555-1876,528368,ablevins3@alumni.rouxacademy.com,2004,8,2.35,Photography,NO,n/a,YES
Gregory,Claude,New Jersey,(973) 555-8448,905832,cgregory@alumni.rouxacademy.com,2003,9,3.1,Photography,NO,n/a,NO
Jacobs,Zoe,Wisconsin,(608) 555-0572,868901,zjacobs@alumni.rouxacademy.com,2000,12,3.98,Animation,YES,Turkey,YES
Andrews,Dot,Wisconsin,(715) 555-4449,70780,dandrews3@alumni.rouxacademy.com,2007,5,3.02,Fine Art and Visual Culture,NO,n/a,NO
Mcfarland,Barabara,Florida,(386) 555-5542,610528,bmcfarland@alumni.rouxacademy.com,2004,8,3.51,Fashion and Textile Design,NO,n/a,NO
Patel,Billi,Massachusetts,(781) 555-1079,612207,bpatel2@alumni.rouxacademy.com,2001,11,3.48,Animation,YES,Sweden,NO
Long,Guy,Wyoming,(307) 555-7971,206997,glong@alumni.rouxacademy.com,2001,11,3.18,Fashion and Textile Design,NO,n/a,YES
Bryant,Mora,New York,(917) 555-5286,502571,mbryant2@alumni.rouxacademy.com,2010,2,3.63,Photography,NO,n/a,NO
Knowles,Jessie,Illinois,(847) 555-9018,422349,jknowles@alumni.rouxacademy.com,2008,4,2.81,Graphic Design,NO,n/a,NO
Mcleod,Sherie,Indiana,(574) 555-9324,301545,smcleod2@alumni.rouxacademy.com,2004,8,3.9,Animation,NO,n/a,NO
George,Ruthann,New Jersey,(862) 555-7590,346830,rgeorge@alumni.rouxacademy.com,2008,4,3.92,Fine Art and Visual Culture,NO,n/a,NO
Ramsey,Violet,Texas,(432) 555-8651,229944,vramsey@alumni.rouxacademy.com,2010,2,2.96,Fashion and Textile Design,NO,n/a,NO
Sutton,Laurine,Maryland,(301) 555-9842,832734,lsutton2@alumni.rouxacademy.com,2011,1,3.71,Animation,NO,n/a,NO
Stewart,Dierdre,Texas,(806) 555-5075,429892,dstewart2@alumni.rouxacademy.com,2004,8,2.14,Animation,NO,n/a,NO
Schultz,Neomi,Pennsylvania,(570) 555-1288,613452,nschultz@alumni.rouxacademy.com,2004,8,3.55,Fashion and Textile Design,YES,Sweden,NO
Sweet,Kasey,Maryland,(443) 555-8110,913142,ksweet2@alumni.rouxacademy.com,2004,8,3.39,Fine Art and Visual Culture,NO,n/a,NO
Fletcher,Lorenza,Ohio,(419) 555-8383,775561,lfletcher2@alumni.rouxacademy.com,2003,9,2.97,Graphic Design,YES,Finland,YES
Knapp,Arlie,Illinois,(708) 555-4937,92059,aknapp2@alumni.rouxacademy.com,2000,12,2.88,Fine Art and Visual Culture,NO,n/a,NO
Albert,Jessica,California,(415) 555-1695,997816,jalbert2@alumni.rouxacademy.com,2005,7,3.07,Graphic Design,NO,n/a,YES
Norman,Jae,Illinois,(331) 555-8743,977966,jnorman4@alumni.rouxacademy.com,2007,5,2.11,Fashion and Textile Design,NO,n/a,YES
Frederick,Haydee,Wisconsin,(920) 555-7163,488508,hfrederick@alumni.rouxacademy.com,2009,3,3.26,Fine Art and Visual Culture,NO,n/a,NO
Lowery,Erma,Pennsylvania,(267) 555-7133,280281,elowery@alumni.rouxacademy.com,2011,1,2.77,Fashion and Textile Design,NO,n/a,NO
Gillespie,Tran,Ohio,(216) 555-7362,887221,tgillespie3@alumni.rouxacademy.com,2010,2,3.68,Animation,NO,n/a,YES
Rhodes,Dia,Georgia,(762) 555-8590,872656,drhodes2@alumni.rouxacademy.com,2003,9,3.29,Graphic Design,NO,n/a,YES
Jones,Dee,Texas,(430) 555-8486,657204,djones@alumni.rouxacademy.com,2000,12,3.13,Animation,NO,n/a,NO
Andrews,Prince,Oklahoma,(918) 555-8747,15279,pandrews@alumni.rouxacademy.com,2003,9,3.32,Fashion and Textile Design,NO,n/a,NO
Simpson,Carolyne,Texas,(281) 555-7225,771291,csimpson4@alumni.rouxacademy.com,2008,4,2.2,Fashion and Textile Design,NO,n/a,NO
Stout,Eda,Texas,(361) 555-5466,383562,estout2@alumni.rouxacademy.com,2005,7,2.34,Fashion and Textile Design,NO,n/a,NO
Galloway,Sherie,Missouri,(816) 555-1703,393700,sgalloway3@alumni.rouxacademy.com,2007,5,3.68,Photography,NO,n/a,YES
Carver,Tamekia,California,(747) 555-7556,791885,tcarver2@alumni.rouxacademy.com,2010,2,3.11,Animation,NO,n/a,YES
Lester,Michele,Indiana,(812) 555-9711,383640,mlester2@alumni.rouxacademy.com,2008,4,2.74,Fashion and Textile Design,NO,n/a,YES
Moran,Johnson,Wisconsin,(715) 555-2861,487625,jmoran@alumni.rouxacademy.com,2005,7,3.78,Fine Art and Visual Culture,NO,n/a,YES
Carter,Man,Illinois,(815) 555-8315,940384,mcarter7@alumni.rouxacademy.com,2003,9,2.42,Photography,YES,Lebanon,YES
Aguilar,Roni,West Virginia,(681) 555-5525,53926,raguilar@alumni.rouxacademy.com,2008,4,2.87,Graphic Design,NO,n/a,NO
Lang,Tisa,Michigan,(734) 555-9861,242507,tlang@alumni.rouxacademy.com,2008,4,3.62,Fine Art and Visual Culture,NO,n/a,YES
Lane,Irena,Alabama,(256) 555-2488,249775,ilane2@alumni.rouxacademy.com,2009,3,3,Graphic Design,NO,n/a,NO
Mays,Cathie,Colorado,(970) 555-7072,649537,cmays@alumni.rouxacademy.com,2006,6,3.27,Graphic Design,NO,n/a,YES
Morris,Lorrine,Connecticut,(475) 555-0842,733281,lmorris4@alumni.rouxacademy.com,2003,9,3,Photography,NO,n/a,YES
Hahn,Sharika,Florida,(941) 555-8784,24984,shahn2@alumni.rouxacademy.com,2000,12,2.87,Fashion and Textile Design,NO,n/a,YES
Pittman,Damian,Delaware,(302) 555-2915,355897,dpittman@alumni.rouxacademy.com,2009,3,2.78,Photography,NO,n/a,YES
Compton,Arla,New Mexico,(505) 555-0154,406926,acompton2@alumni.rouxacademy.com,2003,9,3.24,Graphic Design,NO,n/a,YES
Holden,Veola,Illinois,(872) 555-4403,23798,vholden@alumni.rouxacademy.com,2009,3,2.2,Photography,NO,n/a,NO
Carrillo,Kyoko,Texas,(956) 555-8139,423239,kcarrillo@alumni.rouxacademy.com,2003,9,3.94,Fine Art and Visual Culture,NO,n/a,YES
Douglas,Lavonna,New Jersey,(732) 555-3255,865314,ldouglas4@alumni.rouxacademy.com,2008,4,3.38,Graphic Design,NO,n/a,NO
Schneider,Katina,Pennsylvania,(267) 555-1990,874507,kschneider@alumni.rouxacademy.com,2001,11,2.23,Fashion and Textile Design,YES,France,NO
Meyer,Elenora,Washington,(425) 555-0053,918969,emeyer4@alumni.rouxacademy.com,2011,1,3.18,Graphic Design,NO,n/a,NO
Cohen,Lyle,Illinois,(630) 555-0926,695964,lcohen2@alumni.rouxacademy.com,2001,11,2.85,Fashion and Textile Design,YES,Argentina,NO
Knox,Rosalia,South Carolina,(864) 555-1740,136162,rknox2@alumni.rouxacademy.com,2003,9,2.49,Fine Art and Visual Culture,NO,n/a,NO
Patterson,Kieth,Oklahoma,(539) 555-0393,651838,kpatterson2@alumni.rouxacademy.com,2009,3,2.22,Animation,NO,n/a,NO
Whitley,Lizette,Texas,(281) 555-3200,262547,lwhitley2@alumni.rouxacademy.com,2002,10,2.96,Fashion and Textile Design,NO,n/a,NO
Bender,Tegan,Pennsylvania,(814) 555-2235,667718,tbender3@alumni.rouxacademy.com,2008,4,3.17,Graphic Design,NO,n/a,YES
Murphy,Norine,California,(559) 555-0194,292611,nmurphy@alumni.rouxacademy.com,2005,7,3.99,Animation,NO,n/a,NO
Buchanan,Alicia,Wisconsin,(715) 555-3267,142833,abuchanan5@alumni.rouxacademy.com,2002,10,2.01,Animation,NO,n/a,YES
Horne,Carson,Illinois,(312) 555-4766,120322,chorne@alumni.rouxacademy.com,2011,1,3.5,Fine Art and Visual Culture,NO,n/a,NO
Battle,Karl,California,(747) 555-0072,102365,kbattle2@alumni.rouxacademy.com,2011,1,2.96,Fashion and Textile Design,NO,n/a,NO
Murphy,Corrie,Kentucky,(502) 555-9525,149194,cmurphy4@alumni.rouxacademy.com,2007,5,3.37,Fashion and Textile Design,YES,Brazil,NO
Lucas,Rachel,Illinois,(773) 555-5692,37112,rlucas2@alumni.rouxacademy.com,2002,10,3.87,Graphic Design,NO,n/a,YES
Armstrong,Roselyn,Arkansas,(501) 555-1300,549527,rarmstrong2@alumni.rouxacademy.com,2003,9,3.6,Photography,NO,n/a,NO
Sheppard,Wynona,Ohio,(330) 555-5258,700404,wsheppard2@alumni.rouxacademy.com,2006,6,3.44,Animation,NO,n/a,NO
Gregory,Kristina,California,(707) 555-3825,533679,kgregory3@alumni.rouxacademy.com,2007,5,2.77,Animation,NO,n/a,NO
Joyce,Latoyia,Florida,(305) 555-4211,452518,ljoyce@alumni.rouxacademy.com,2011,1,2.08,Photography,NO,n/a,NO
Murphy,Troy,New York,(716) 555-9337,978654,tmurphy2@alumni.rouxacademy.com,2010,2,3.49,Photography,NO,n/a,YES
Salinas,Isidra,Texas,(915) 555-6649,242800,isalinas2@alumni.rouxacademy.com,2011,1,3.94,Animation,NO,n/a,YES
Dalton,Hollis,Illinois,(618) 555-2010,312805,hdalton@alumni.rouxacademy.com,2010,2,3.71,Fashion and Textile Design,NO,n/a,YES
Mcleod,Whitney,Florida,(239) 555-9681,601434,wmcleod2@alumni.rouxacademy.com,2004,8,2.14,Animation,NO,n/a,YES
Jarvis,Oneida,Ohio,(330) 555-9851,758018,ojarvis2@alumni.rouxacademy.com,2002,10,3.98,Graphic Design,NO,n/a,NO
Bryant,Flo,Pennsylvania,(570) 555-0381,585230,fbryant2@alumni.rouxacademy.com,2009,3,3.72,Photography,YES,Thailand,NO
Roman,Yuette,Oklahoma,(405) 555-5174,764194,yroman@alumni.rouxacademy.com,2003,9,3.32,Photography,YES,Sweden,NO
Walter,Brandi,Minnesota,(507) 555-4465,702093,bwalter2@alumni.rouxacademy.com,2007,5,2.4,Photography,YES,Turkey,NO
Mcconnell,Charles,Idaho,(208) 555-4697,219361,cmcconnell2@alumni.rouxacademy.com,2004,8,3.97,Fine Art and Visual Culture,NO,n/a,YES
Armstrong,Gladis,Pennsylvania,(878) 555-0375,321813,garmstrong@alumni.rouxacademy.com,2005,7,2.72,Fashion and Textile Design,NO,n/a,YES
Daugherty,Elly,Colorado,(303) 555-7937,442510,edaugherty@alumni.rouxacademy.com,2010,2,2.99,Animation,NO,n/a,YES
Massey,Lucio,Iowa,(712) 555-5885,122097,lmassey3@alumni.rouxacademy.com,2008,4,3.94,Fine Art and Visual Culture,NO,n/a,YES
Kinney,Sherman,California,(442) 555-1863,602634,skinney3@alumni.rouxacademy.com,2010,2,3.77,Animation,NO,n/a,NO
Monroe,Jimmy,Kentucky,(502) 555-9595,165662,jmonroe3@alumni.rouxacademy.com,2003,9,2.88,Fashion and Textile Design,NO,n/a,YES
Barron,Francisco,Ohio,(234) 555-1354,362647,fbarron2@alumni.rouxacademy.com,2011,1,2.5,Graphic Design,YES,Finland,NO
Golden,Melisa,New York,(917) 555-2678,626049,mgolden2@alumni.rouxacademy.com,2010,2,3.38,Graphic Design,YES,Italy,YES
Witt,Lucille,California,(209) 555-1877,606822,lwitt3@alumni.rouxacademy.com,2006,6,2.96,Animation,NO,n/a,YES
Rose,Georgetta,Illinois,(708) 555-8917,87210,grose@alumni.rouxacademy.com,2008,4,3.01,Animation,NO,n/a,YES
Leon,Elza,Minnesota,(651) 555-3095,404607,eleon2@alumni.rouxacademy.com,2007,5,2.33,Fashion and Textile Design,NO,n/a,NO
Velasquez,Shalon,Rhode Island,(401) 555-4104,226159,svelasquez@alumni.rouxacademy.com,2005,7,3.75,Animation,YES,Argentina,YES
Klein,Rosalva,Georgia,(470) 555-8539,178025,rklein2@alumni.rouxacademy.com,2008,4,3.97,Photography,NO,n/a,YES
Thornton,Roselyn,Illinois,(309) 555-8820,50131,rthornton@alumni.rouxacademy.com,2011,1,2.09,Photography,NO,n/a,NO
Brennan,Sally,Oklahoma,(405) 555-7264,128355,sbrennan2@alumni.rouxacademy.com,2002,10,2.11,Fine Art and Visual Culture,NO,n/a,YES
Robles,Teresia,Washington,(360) 555-9575,471398,trobles4@alumni.rouxacademy.com,2011,1,3.97,Fine Art and Visual Culture,YES,Lebanon,YES
Fowler,Tam,Massachusetts,(413) 555-6677,251822,tfowler2@alumni.rouxacademy.com,2008,4,2.89,Fine Art and Visual Culture,NO,n/a,NO
Luna,Ebonie,Pennsylvania,(724) 555-3250,119999,eluna2@alumni.rouxacademy.com,2011,1,3.11,Fine Art and Visual Culture,NO,n/a,YES
Paul,Naomi,Virginia,(434) 555-0176,388339,npaul2@alumni.rouxacademy.com,2000,12,3.39,Fine Art and Visual Culture,YES,Poland,NO
Vance,Victor,Indiana,(812) 555-5304,394147,vvance2@alumni.rouxacademy.com,2007,5,2.36,Fine Art and Visual Culture,NO,n/a,NO
Reilly,Valarie,California,(619) 555-4850,264192,vreilly@alumni.rouxacademy.com,2009,3,3.83,Animation,NO,n/a,YES
Oliver,Sherril,Virginia,(703) 555-6619,71022,soliver3@alumni.rouxacademy.com,2008,4,3.42,Fine Art and Visual Culture,YES,Italy,YES
Franks,Damion,Illinois,(224) 555-9182,471418,dfranks3@alumni.rouxacademy.com,2003,9,2.73,Graphic Design,NO,n/a,NO
Leonard,Quentin,California,(310) 555-2174,643890,qleonard2@alumni.rouxacademy.com,2010,2,2.79,Photography,NO,n/a,YES
Moon,Demetra,Pennsylvania,(570) 555-5162,3187,dmoon3@alumni.rouxacademy.com,2009,3,2.85,Animation,NO,n/a,YES
Baker,Alfred,Pennsylvania,(610) 555-0659,986723,abaker4@alumni.rouxacademy.com,2009,3,3.39,Animation,NO,n/a,NO
Wilder,Clelia,Pennsylvania,(878) 555-6087,48542,cwilder@alumni.rouxacademy.com,2001,11,2.66,Photography,NO,n/a,NO
Fischer,Maxine,North Carolina,(980) 555-2256,91629,mfischer3@alumni.rouxacademy.com,2008,4,2.07,Fine Art and Visual Culture,NO,n/a,NO
Coleman,Dorethea,Michigan,(313) 555-5797,541918,dcoleman@alumni.rouxacademy.com,2000,12,2.11,Fine Art and Visual Culture,YES,Greece,NO
Green,Jamey,Ohio,(419) 555-6039,306667,jgreen@alumni.rouxacademy.com,2008,4,2.08,Photography,NO,n/a,YES
Mays,Cornell,Virginia,(571) 555-1818,99089,cmays2@alumni.rouxacademy.com,2003,9,3.37,Animation,NO,n/a,YES
Steele,Karyl,Connecticut,(860) 555-4652,341593,ksteele2@alumni.rouxacademy.com,2000,12,3.58,Photography,NO,n/a,NO
Gilbert,Trina,Oregon,(971) 555-7481,857886,tgilbert3@alumni.rouxacademy.com,2002,10,3.29,Fashion and Textile Design,NO,n/a,NO
Weeks,Joana,New Jersey,(732) 555-7924,388583,jweeks3@alumni.rouxacademy.com,2008,4,2.34,Graphic Design,NO,n/a,NO
Knight,Maisha,California,(805) 555-0163,30296,mknight3@alumni.rouxacademy.com,2004,8,2.28,Animation,YES,Sweden,NO
Petersen,Reanna,Texas,(361) 555-4187,892096,rpetersen2@alumni.rouxacademy.com,2010,2,3.06,Graphic Design,NO,n/a,YES
Bates,Britta,Mississippi,(662) 555-7277,679082,bbates4@alumni.rouxacademy.com,2003,9,3.42,Fine Art and Visual Culture,NO,n/a,NO
Pitts,Vida,Kentucky,(502) 555-9875,768042,vpitts2@alumni.rouxacademy.com,2010,2,2.56,Fashion and Textile Design,NO,n/a,NO
Tran,Carlee,Mississippi,(601) 555-9701,802128,ctran@alumni.rouxacademy.com,2010,2,3.48,Graphic Design,YES,Russia,NO
Grant,Coleman,South Carolina,(864) 555-1096,810666,cgrant2@alumni.rouxacademy.com,2004,8,3.56,Graphic Design,YES,South Africa,YES
Daniels,Israel,Virginia,(571) 555-2049,164896,idaniels@alumni.rouxacademy.com,2011,1,2.49,Fine Art and Visual Culture,NO,n/a,YES
Mclean,Erna,Kansas,(316) 555-1337,822244,emclean2@alumni.rouxacademy.com,2002,10,2.63,Graphic Design,NO,n/a,YES
Allen,Glennie,California,(747) 555-8135,501832,gallen@alumni.rouxacademy.com,2009,3,2.11,Fine Art and Visual Culture,NO,n/a,YES
Clarke,Lakeesha,Illinois,(217) 555-8851,468628,lclarke3@alumni.rouxacademy.com,2008,4,2.42,Fashion and Textile Design,NO,n/a,NO
Becker,Betty,California,(562) 555-3039,518739,bbecker2@alumni.rouxacademy.com,2008,4,3.97,Fashion and Textile Design,NO,n/a,NO
Whitney,Neomi,California,(747) 555-4391,410754,nwhitney4@alumni.rouxacademy.com,2009,3,2.52,Fine Art and Visual Culture,NO,n/a,NO
Moore,Chang,Colorado,(303) 555-2160,98637,cmoore2@alumni.rouxacademy.com,2010,2,2.72,Photography,NO,n/a,NO
Delacruz,Trenton,California,(951) 555-4799,314503,tdelacruz2@alumni.rouxacademy.com,2010,2,2.68,Fashion and Textile Design,NO,n/a,YES
Hopper,Aracelis,Montana,(406) 555-9900,361411,ahopper3@alumni.rouxacademy.com,2010,2,3.61,Animation,NO,n/a,NO
Murphy,Shannon,Colorado,(720) 555-0522,219190,smurphy@alumni.rouxacademy.com,2006,6,2.76,Animation,NO,n/a,NO
Jones,Claretha,Alabama,(251) 555-5842,811515,cjones2@alumni.rouxacademy.com,2011,1,3.76,Graphic Design,YES,Germany,NO
Arnold,Courtney,Illinois,(773) 555-8433,273495,carnold2@alumni.rouxacademy.com,2008,4,3.76,Fine Art and Visual Culture,NO,n/a,NO
Gillespie,Guadalupe,Maryland,(301) 555-7684,93559,ggillespie@alumni.rouxacademy.com,2005,7,2.2,Animation,NO,n/a,NO
Hardy,Lasandra,Georgia,(770) 555-4237,875018,lhardy4@alumni.rouxacademy.com,2004,8,3.24,Animation,NO,n/a,NO
Cochran,Elene,New York,(631) 555-8374,453258,ecochran2@alumni.rouxacademy.com,2002,10,2.43,Animation,YES,Russia,NO
Hull,Leopoldo,Pennsylvania,(570) 555-7456,563728,lhull3@alumni.rouxacademy.com,2008,4,3.09,Fashion and Textile Design,NO,n/a,YES
Davenport,Ladonna,Iowa,(319) 555-6251,150408,ldavenport2@alumni.rouxacademy.com,2010,2,3.4,Animation,NO,n/a,NO
Mayo,Joane,Georgia,(470) 555-0664,331500,jmayo3@alumni.rouxacademy.com,2005,7,2.95,Animation,NO,n/a,YES
Blanchard,Tory,Tennessee,(865) 555-5682,317612,tblanchard3@alumni.rouxacademy.com,2006,6,2.96,Animation,NO,n/a,NO
Hendrix,Christal,Florida,(813) 555-6275,142840,chendrix4@alumni.rouxacademy.com,2008,4,3.65,Fashion and Textile Design,YES,Japan,YES
Mathis,Ammie,Mississippi,(769) 555-7665,731951,amathis2@alumni.rouxacademy.com,2003,9,3.51,Fashion and Textile Design,NO,n/a,YES
Avila,Amberly,Colorado,(720) 555-0542,24494,aavila2@alumni.rouxacademy.com,2011,1,2.99,Photography,NO,n/a,YES
Bishop,Faustina,North Carolina,(910) 555-2578,882774,fbishop3@alumni.rouxacademy.com,2009,3,2.02,Fashion and Textile Design,NO,n/a,NO
Warren,Fredric,California,(650) 555-2249,549396,fwarren2@alumni.rouxacademy.com,2005,7,3.83,Fine Art and Visual Culture,NO,n/a,NO
Coleman,Na,Texas,(915) 555-4140,790544,ncoleman2@alumni.rouxacademy.com,2000,12,3.01,Fashion and Textile Design,YES,Japan,NO
Sanchez,Neal,Wisconsin,(262) 555-0832,282739,nsanchez@alumni.rouxacademy.com,2008,4,2.03,Graphic Design,NO,n/a,YES
Macias,Darcey,Wisconsin,(534) 555-7499,369466,dmacias2@alumni.rouxacademy.com,2007,5,2.38,Animation,YES,Argentina,YES
Lane,Marlyn,Oregon,(503) 555-0670,342360,mlane@alumni.rouxacademy.com,2010,2,2.3,Animation,NO,n/a,YES
Love,Santa,Arkansas,(479) 555-3775,265514,slove2@alumni.rouxacademy.com,2000,12,2.5,Graphic Design,NO,n/a,NO
Johns,Dean,Texas,(325) 555-9767,765988,djohns2@alumni.rouxacademy.com,2008,4,2.17,Animation,NO,n/a,YES
Cochran,Chadwick,Ohio,(234) 555-4820,260075,ccochran3@alumni.rouxacademy.com,2006,6,3.01,Graphic Design,NO,n/a,NO
Ortiz,Felicitas,Arkansas,(501) 555-9524,202735,fortiz2@alumni.rouxacademy.com,2003,9,3.39,Animation,NO,n/a,YES
Rich,Tuyet,New York,(646) 555-6880,635477,trich3@alumni.rouxacademy.com,2010,2,3.34,Photography,NO,n/a,NO
Jefferson,My,Texas,(915) 555-1468,339982,mjefferson2@alumni.rouxacademy.com,2000,12,2.09,Fine Art and Visual Culture,NO,n/a,YES
Christensen,Jared,Massachusetts,(351) 555-1360,869467,jchristensen2@alumni.rouxacademy.com,2005,7,2.29,Animation,YES,Canada,YES
Schwartz,Jonna,California,(510) 555-2296,958064,jschwartz3@alumni.rouxacademy.com,2003,9,2.41,Fashion and Textile Design,NO,n/a,NO
Compton,Neely,Massachusetts,(508) 555-4991,897331,ncompton@alumni.rouxacademy.com,2008,4,3.71,Animation,YES,Canada,NO
Brady,Maxine,Wisconsin,(534) 555-5990,936242,mbrady2@alumni.rouxacademy.com,2003,9,3.72,Photography,NO,n/a,YES
Ratliff,Alethea,Michigan,(810) 555-6844,146330,aratliff@alumni.rouxacademy.com,2006,6,3.84,Photography,NO,n/a,YES
Hewitt,John,California,(714) 555-4083,470896,jhewitt@alumni.rouxacademy.com,2002,10,2.1,Graphic Design,NO,n/a,YES
Henry,Hannelore,Missouri,(660) 555-5591,795315,hhenry@alumni.rouxacademy.com,2004,8,3.61,Fine Art and Visual Culture,NO,n/a,NO
Mays,Stevie,California,(661) 555-0961,629463,smays4@alumni.rouxacademy.com,2005,7,2.08,Fashion and Textile Design,NO,n/a,YES
Fernandez,Sean,Texas,(210) 555-7114,120009,sfernandez3@alumni.rouxacademy.com,2000,12,3.46,Fashion and Textile Design,NO,n/a,NO
